PLAYER_ID,PLAYER_NAME,TEAM_ID,GP,MIN,PTS,AST,REB,STL,BLK,TOV
1631124,Julian Strawther,1610612743,4,92.73833333333333,71,5,6,1,2,2
203944,Julius Randle,1610612752,3,64.66,38,4,22,0,0,4
1630551,Justin Champagnie,1610612764,4,88.21666666666667,30,6,22,3,3,6
203200,Justin Holiday,1610612743,5,103.38333333333334,22,7,7,5,2,4
1631171,Justin Lewis,1610612741,2,12.15,4,0,3,0,0,0
1631303,Justin Minaya,1610612757,2,41.56666666666667,7,6,7,5,0,2
1641920,Justin Powell,1610612739,2,12.883333333333333,3,0,1,0,0,1
203994,Jusuf Nurkić,1610612756,4,71.885,35,10,25,3,1,8
1630231,KJ Martin,1610612755,4,69.48333333333333,26,5,18,1,0,7
1629232,Kaiser Gates,1610612740,3,20.916666666666668,11,3,2,0,0,0
1626157,Karl-Anthony Towns,1610612750,3,61.766666666666666,51,6,12,2,3,7
202695,Kawhi Leonard,1610612746,3,51.56666666666667,34,4,6,3,0,2
1631099,Keegan Murray,1610612758,3,73.1,44,3,14,3,1,0
1628966,Keita Bates-Diop,1610612751,5,97.765,28,5,20,5,1,4
1629640,Keldon Johnson,1610612759,3,67.4,27,8,15,3,1,6
203482,Kelly Olynyk,1610612761,4,69.01666666666667,14,12,15,3,3,5
1626162,Kelly Oubre Jr.,1610612755,4,92.53333333333333,56,7,13,4,4,7
1631112,Kendall Brown,1610612754,2,25.8,4,2,4,0,1,3
1630660,Kendric Davis,1610612744,1,8.366666666666667,5,2,2,0,0,0
1631254,Kenneth Lofton Jr.,1610612762,5,96.06666666666666,48,9,16,3,2,8
1629026,Kenrich Williams,1610612760,2,26.765,5,8,6,1,2,1
203484,Kentavious Caldwell-Pope,1610612743,4,82.43333333333334,38,8,6,5,0,3
1631165,Keon Ellis,1610612758,3,41.18333333333333,14,3,8,1,3,3
1630553,Keon Johnson,1610612751,5,68.36666666666666,23,5,5,4,1,8
1630556,Kessler Edwards,1610612758,5,53.181666666666665,20,2,17,2,0,3
201142,Kevin Durant,1610612756,4,66.01666666666667,68,13,14,0,0,6
1628989,Kevin Huerter,1610612758,5,101.49,33,7,11,1,0,7
1628995,Kevin Knox II,1610612765,2,20.45,17,1,5,1,0,3
201567,Kevin Love,1610612748,3,48.18333333333333,13,4,15,2,4,4
1626172,Kevon Looney,1610612744,4,66.5,19,7,28,1,1,4
