game_id,period,start_event,end_event,start_time,end_time,home_lineup,away_lineup,home_3pt_made,home_points,home_assists,home_def_rebounds,home_fouls,home_2pt_made,home_turnovers,home_ft_made,home_off_rebounds,away_def_rebounds,away_2pt_made,away_points,away_assists,away_3pt_made,away_steals,away_fouls,away_blocks,away_off_rebounds,duration,home_steals,away_turnovers,home_blocks,away_ft_made
0022301175,4,462,486,8:38,7:17,"('Bojan Bogdanović', 'Donte DiVincenzo', 'Jalen Brunson', 'Josh Hart', 'Mitchell Robinson')","('Jalen Wilson', 'Lonnie Walker IV', 'Nic Claxton', 'Trendon Watford')",,,,1.0,2.0,,,,,2.0,,5.0,,1.0,,1.0,,,81,,,,2.0
0022301175,4,486,487,7:17,7:17,"('Donte DiVincenzo', 'Jalen Brunson', 'Josh Hart', 'Mitchell Robinson')","('Jalen Wilson', 'Lonnie Walker IV', 'Nic Claxton', 'Trendon Watford')",,,,,,,,,,,,,,,,,,,0,,,,
0022301175,4,487,571,7:17,0:04,"('Donte DiVincenzo', 'Jalen Brunson', 'Josh Hart', 'Mitchell Robinson', 'OG Anunoby')","('Jalen Wilson', 'Lonnie Walker IV', 'Nic Claxton', 'Trendon Watford')",,16.0,1.0,2.0,2.0,4.0,1.0,8.0,2.0,4.0,7.0,19.0,4.0,,,2.0,,1.0,433,2.0,2.0,,5.0
0022301175,4,571,575,0:04,0:04,"('Donte DiVincenzo', 'Jalen Brunson', 'Josh Hart', 'Mitchell Robinson', 'OG Anunoby')","('Lonnie Walker IV', 'Nic Claxton', 'Noah Clowney', 'Trendon Watford')",,1.0,,,,,,1.0,,,,,,,,,,,0,,,,
0022301175,4,575,580,0:04,0:00,"('Donte DiVincenzo', 'Jalen Brunson', 'Josh Hart', 'Mitchell Robinson', 'OG Anunoby')","('Jalen Wilson', 'Lonnie Walker IV', 'Noah Clowney', 'Trendon Watford')",,,,,,,,,,,,,,,,,,,4,,,1.0,
0022301170,1,2,68,12:00,5:24,"(""De'Aaron Fox"", 'Domantas Sabonis', 'Harrison Barnes', 'Keegan Murray', 'Keon Ellis')","('CJ McCollum', 'Herbert Jones', 'Jonas Valančiūnas', 'Trey Murphy III', 'Zion Williamson')",1.0,10.0,2.0,6.0,1.0,3.0,1.0,1.0,,7.0,5.0,16.0,4.0,2.0,1.0,1.0,,2.0,396,,,,
0022301170,1,68,69,5:24,5:24,"('Davion Mitchell', ""De'Aaron Fox"", 'Domantas Sabonis', 'Harrison Barnes', 'Keegan Murray')","('CJ McCollum', 'Herbert Jones', 'Jonas Valančiūnas', 'Trey Murphy III', 'Zion Williamson')",,,,,,,,,,,,,,,,,,,0,,,,
0022301170,1,69,70,5:24,5:24,"('Colby Jones', 'Davion Mitchell', 'Domantas Sabonis', 'Harrison Barnes', 'Keegan Murray')","('CJ McCollum', 'Herbert Jones', 'Jonas Valančiūnas', 'Trey Murphy III', 'Zion Williamson')",,,,,,,,,,,,,,,,,,,0,,,,
0022301170,1,70,95,5:24,3:19,"('Colby Jones', 'Davion Mitchell', 'Domantas Sabonis', 'Harrison Barnes', 'Keegan Murray')","('Herbert Jones', 'Jonas Valančiūnas', 'Jose Alvarado', 'Trey Murphy III', 'Zion Williamson')",,1.0,,,1.0,,2.0,1.0,,2.0,,15.0,4.0,4.0,,,,,125,,,,3.0
0022301170,1,95,96,3:19,3:19,"('Colby Jones', 'Davion Mitchell', 'Harrison Barnes', 'Keegan Murray', 'Sasha Vezenkov')","('Herbert Jones', 'Jonas Valančiūnas', 'Jose Alvarado', 'Trey Murphy III', 'Zion Williamson')",,,,,,,,,,,,,,,,,,,0,,,,
0022301170,1,96,97,3:19,3:19,"('Alex Len', 'Colby Jones', 'Davion Mitchell', 'Harrison Barnes', 'Sasha Vezenkov')","('Herbert Jones', 'Jonas Valančiūnas', 'Jose Alvarado', 'Trey Murphy III', 'Zion Williamson')",,,,,,,,,,,,,,,,,,,0,,,,
