game_id,player,period,start_event,end_event,start_time,end_time,home_lineup,away_lineup,def_rebounds,assists,3pt_made,points,2pt_made,fouls,off_rebounds,ft_made,turnovers,steals
,Mason Plumlee,3,338,420,11:48,5:09,"('Amir Coffey', 'Kobe Brown', 'Mason Plumlee', 'Terance Mann', 'Xavier Moon')","('Amen Thompson', 'Cam Whitmore', 'Jabari Smith Jr.', 'Jalen Green', 'Jock Landale')",2.0,1.0,,,,1.0,,,2.0,1.0
,Jock Landale,3,338,420,11:48,5:09,"('Amir Coffey', 'Kobe Brown', 'Mason Plumlee', 'Terance Mann', 'Xavier Moon')","('Amen Thompson', 'Cam Whitmore', 'Jabari Smith Jr.', 'Jalen Green', 'Jock Landale')",,1.0,,,,,1.0,,,1.0
,Amir Coffey,3,338,420,11:48,5:09,"('Amir Coffey', 'Kobe Brown', 'Mason Plumlee', 'Terance Mann', 'Xavier Moon')","('Amen Thompson', 'Cam Whitmore', 'Jabari Smith Jr.', 'Jalen Green', 'Jock Landale')",1.0,1.0,,2.0,1.0,,,,,1.0
,Terance Mann,3,338,420,11:48,5:09,"('Amir Coffey', 'Kobe Brown', 'Mason Plumlee', 'Terance Mann', 'Xavier Moon')","('Amen Thompson', 'Cam Whitmore', 'Jabari Smith Jr.', 'Jalen Green', 'Jock Landale')",,,,9.0,4.0,,1.0,1.0,,
,Kobe Brown,3,338,420,11:48,5:09,"('Amir Coffey', 'Kobe Brown', 'Mason Plumlee', 'Terance Mann', 'Xavier Moon')","('Amen Thompson', 'Cam Whitmore', 'Jabari Smith Jr.', 'Jalen Green', 'Jock Landale')",,1.0,,2.0,1.0,2.0,1.0,,,
,Jalen Green,3,338,420,11:48,5:09,"('Amir Coffey', 'Kobe Brown', 'Mason Plumlee', 'Terance Mann', 'Xavier Moon')","('Amen Thompson', 'Cam Whitmore', 'Jabari Smith Jr.', 'Jalen Green', 'Jock Landale')",1.0,1.0,1.0,5.0,1.0,,1.0,,1.0,
,Cam Whitmore,3,338,420,11:48,5:09,"('Amir Coffey', 'Kobe Brown', 'Mason Plumlee', 'Terance Mann', 'Xavier Moon')","('Amen Thompson', 'Cam Whitmore', 'Jabari Smith Jr.', 'Jalen Green', 'Jock Landale')",2.0,1.0,1.0,7.0,2.0,,,,,
,Jabari Smith Jr.,3,338,420,11:48,5:09,"('Amir Coffey', 'Kobe Brown', 'Mason Plumlee', 'Terance Mann', 'Xavier Moon')","('Amen Thompson', 'Cam Whitmore', 'Jabari Smith Jr.', 'Jalen Green', 'Jock Landale')",1.0,1.0,,2.0,1.0,,,,,
,Xavier Moon,3,338,420,11:48,5:09,"('Amir Coffey', 'Kobe Brown', 'Mason Plumlee', 'Terance Mann', 'Xavier Moon')","('Amen Thompson', 'Cam Whitmore', 'Jabari Smith Jr.', 'Jalen Green', 'Jock Landale')",,1.0,,,,1.0,,,,
,Jabari Smith Jr.,3,428,429,5:09,4:59,"('Amir Coffey', 'Kobe Brown', 'Mason Plumlee', 'Terance Mann', 'Xavier Moon')","('Amen Thompson', 'Cam Whitmore', 'Jabari Smith Jr.', 'Jalen Green', 'Jock Landale')",,,,1.0,,,,1.0,,
,Daniel Theis,3,429,442,4:59,3:48,"('Brandon Boston', 'Daniel Theis', 'Kobe Brown', 'Terance Mann', 'Xavier Moon')","('Amen Thompson', 'Jabari Smith Jr.', 'Jock Landale', 'Nate Hinton', 'Nate Williams')",1.0,,1.0,3.0,,,,,,
,Kobe Brown,3,429,442,4:59,3:48,"('Brandon Boston', 'Daniel Theis', 'Kobe Brown', 'Terance Mann', 'Xavier Moon')","('Amen Thompson', 'Jabari Smith Jr.', 'Jock Landale', 'Nate Hinton', 'Nate Williams')",,1.0,,,,,,,,
,Terance Mann,3,429,442,4:59,3:48,"('Brandon Boston', 'Daniel Theis', 'Kobe Brown', 'Terance Mann', 'Xavier Moon')","('Amen Thompson', 'Jabari Smith Jr.', 'Jock Landale', 'Nate Hinton', 'Nate Williams')",,,1.0,3.0,,,,,1.0,
,Nate Williams,3,429,442,4:59,3:48,"('Brandon Boston', 'Daniel Theis', 'Kobe Brown', 'Terance Mann', 'Xavier Moon')","('Amen Thompson', 'Jabari Smith Jr.', 'Jock Landale', 'Nate Hinton', 'Nate Williams')",,,,2.0,1.0,,,,,1.0
,Amen Thompson,3,429,442,4:59,3:48,"('Brandon Boston', 'Daniel Theis', 'Kobe Brown', 'Terance Mann', 'Xavier Moon')","('Amen Thompson', 'Jabari Smith Jr.', 'Jock Landale', 'Nate Hinton', 'Nate Williams')",,1.0,,,,,1.0,,,
,Brandon Boston,3,429,442,4:59,3:48,"('Brandon Boston', 'Daniel Theis', 'Kobe Brown', 'Terance Mann', 'Xavier Moon')","('Amen Thompson', 'Jabari Smith Jr.', 'Jock Landale', 'Nate Hinton', 'Nate Williams')",,1.0,,,,,,,,
,Jock Landale,3,429,442,4:59,3:48,"('Brandon Boston', 'Daniel Theis', 'Kobe Brown', 'Terance Mann', 'Xavier Moon')","('Amen Thompson', 'Jabari Smith Jr.', 'Jock Landale', 'Nate Hinton', 'Nate Williams')",,,,,,,,,1.0,
,Amen Thompson,3,442,468,3:48,2:31,"('Amir Coffey', 'Brandon Boston', 'Daniel Theis', 'Terance Mann', 'Xavier Moon')","('Amen Thompson', 'Cam Whitmore', 'Jermaine Samuels Jr.', 'Nate Hinton', 'Nate Williams')",1.0,,,,,1.0,,,,
,Brandon Boston,3,442,468,3:48,2:31,"('Amir Coffey', 'Brandon Boston', 'Daniel Theis', 'Terance Mann', 'Xavier Moon')","('Amen Thompson', 'Cam Whitmore', 'Jermaine Samuels Jr.', 'Nate Hinton', 'Nate Williams')",1.0,1.0,,,,,1.0,,,
,Terance Mann,3,442,468,3:48,2:31,"('Amir Coffey', 'Brandon Boston', 'Daniel Theis', 'Terance Mann', 'Xavier Moon')","('Amen Thompson', 'Cam Whitmore', 'Jermaine Samuels Jr.', 'Nate Hinton', 'Nate Williams')",,,,2.0,1.0,,,,,
,Cam Whitmore,3,442,468,3:48,2:31,"('Amir Coffey', 'Brandon Boston', 'Daniel Theis', 'Terance Mann', 'Xavier Moon')","('Amen Thompson', 'Cam Whitmore', 'Jermaine Samuels Jr.', 'Nate Hinton', 'Nate Williams')",,,,2.0,1.0,,,,,
,Nate Hinton,3,442,468,3:48,2:31,"('Amir Coffey', 'Brandon Boston', 'Daniel Theis', 'Terance Mann', 'Xavier Moon')","('Amen Thompson', 'Cam Whitmore', 'Jermaine Samuels Jr.', 'Nate Hinton', 'Nate Williams')",1.0,1.0,,,,,,,,
,Xavier Moon,3,442,468,3:48,2:31,"('Amir Coffey', 'Brandon Boston', 'Daniel Theis', 'Terance Mann', 'Xavier Moon')","('Amen Thompson', 'Cam Whitmore', 'Jermaine Samuels Jr.', 'Nate Hinton', 'Nate Williams')",1.0,,,,,,,,,
,Terance Mann,3,470,473,2:31,2:19,"('Amir Coffey', 'Brandon Boston', 'Daniel Theis', 'Terance Mann', 'Xavier Moon')","('Amen Thompson', 'Cam Whitmore', 'Jermaine Samuels Jr.', 'Nate Hinton', 'Nate Williams')",,,,2.0,,,,2.0,,
,Daniel Theis,3,473,478,2:19,2:08,"('Amir Coffey', 'Brandon Boston', 'Daniel Theis', 'Terance Mann', 'Xavier Moon')","('Aaron Holiday', 'Cam Whitmore', 'Jermaine Samuels Jr.', 'Nate Hinton', 'Nate Williams')",1.0,,,1.0,,,,1.0,,
,Jermaine Samuels Jr.,3,473,478,2:19,2:08,"('Amir Coffey', 'Brandon Boston', 'Daniel Theis', 'Terance Mann', 'Xavier Moon')","('Aaron Holiday', 'Cam Whitmore', 'Jermaine Samuels Jr.', 'Nate Hinton', 'Nate Williams')",,,,,,1.0,,,,
,Daniel Theis,3,480,481,2:08,1:53,"('Amir Coffey', 'Brandon Boston', 'Daniel Theis', 'Terance Mann', 'Xavier Moon')","('Aaron Holiday', 'Cam Whitmore', 'Jermaine Samuels Jr.', 'Nate Hinton', 'Nate Williams')",,,,1.0,,,,1.0,,
,Nate Williams,3,481,512,1:53,11:47,"('Amir Coffey', 'Brandon Boston', 'Daniel Theis', 'Kobe Brown', 'Xavier Moon')","('Aaron Holiday', 'Cam Whitmore', 'Jermaine Samuels Jr.', 'Nate Hinton', 'Nate Williams')",,,,2.0,1.0,,,,1.0,
,Brandon Boston,3,481,512,1:53,11:47,"('Amir Coffey', 'Brandon Boston', 'Daniel Theis', 'Kobe Brown', 'Xavier Moon')","('Aaron Holiday', 'Cam Whitmore', 'Jermaine Samuels Jr.', 'Nate Hinton', 'Nate Williams')",,,,2.0,1.0,1.0,,,,
,Xavier Moon,3,481,512,1:53,11:47,"('Amir Coffey', 'Brandon Boston', 'Daniel Theis', 'Kobe Brown', 'Xavier Moon')","('Aaron Holiday', 'Cam Whitmore', 'Jermaine Samuels Jr.', 'Nate Hinton', 'Nate Williams')",,1.0,,,,,,,,
,Aaron Holiday,3,481,512,1:53,11:47,"('Amir Coffey', 'Brandon Boston', 'Daniel Theis', 'Kobe Brown', 'Xavier Moon')","('Aaron Holiday', 'Cam Whitmore', 'Jermaine Samuels Jr.', 'Nate Hinton', 'Nate Williams')",,1.0,1.0,5.0,1.0,1.0,,,,
,Cam Whitmore,3,481,512,1:53,11:47,"('Amir Coffey', 'Brandon Boston', 'Daniel Theis', 'Kobe Brown', 'Xavier Moon')","('Aaron Holiday', 'Cam Whitmore', 'Jermaine Samuels Jr.', 'Nate Hinton', 'Nate Williams')",,1.0,,2.0,1.0,,,,,
,Amir Coffey,3,481,512,1:53,11:47,"('Amir Coffey', 'Brandon Boston', 'Daniel Theis', 'Kobe Brown', 'Xavier Moon')","('Aaron Holiday', 'Cam Whitmore', 'Jermaine Samuels Jr.', 'Nate Hinton', 'Nate Williams')",,,,3.0,1.0,,,1.0,,
,Kobe Brown,3,481,512,1:53,11:47,"('Amir Coffey', 'Brandon Boston', 'Daniel Theis', 'Kobe Brown', 'Xavier Moon')","('Aaron Holiday', 'Cam Whitmore', 'Jermaine Samuels Jr.', 'Nate Hinton', 'Nate Williams')",1.0,,,2.0,1.0,,1.0,,,
,Nate Hinton,3,481,512,1:53,11:47,"('Amir Coffey', 'Brandon Boston', 'Daniel Theis', 'Kobe Brown', 'Xavier Moon')","('Aaron Holiday', 'Cam Whitmore', 'Jermaine Samuels Jr.', 'Nate Hinton', 'Nate Williams')",1.0,1.0,,,,,,,,
,Amen Thompson,4,512,553,11:47,8:33,"('Amir Coffey', 'Brandon Boston', 'Daniel Theis', 'Kobe Brown', 'Xavier Moon')","('Aaron Holiday', 'Amen Thompson', 'Boban Marjanović', 'Nate Hinton', 'Nate Williams')",2.0,1.0,,,,1.0,,,,
,Daniel Theis,4,512,553,11:47,8:33,"('Amir Coffey', 'Brandon Boston', 'Daniel Theis', 'Kobe Brown', 'Xavier Moon')","('Aaron Holiday', 'Amen Thompson', 'Boban Marjanović', 'Nate Hinton', 'Nate Williams')",3.0,1.0,,,,,,,,
,Boban Marjanović,4,512,553,11:47,8:33,"('Amir Coffey', 'Brandon Boston', 'Daniel Theis', 'Kobe Brown', 'Xavier Moon')","('Aaron Holiday', 'Amen Thompson', 'Boban Marjanović', 'Nate Hinton', 'Nate Williams')",2.0,,,4.0,2.0,,,,,
,Amir Coffey,4,512,553,11:47,8:33,"('Amir Coffey', 'Brandon Boston', 'Daniel Theis', 'Kobe Brown', 'Xavier Moon')","('Aaron Holiday', 'Amen Thompson', 'Boban Marjanović', 'Nate Hinton', 'Nate Williams')",,,,2.0,1.0,,,,,
,Xavier Moon,4,512,553,11:47,8:33,"('Amir Coffey', 'Brandon Boston', 'Daniel Theis', 'Kobe Brown', 'Xavier Moon')","('Aaron Holiday', 'Amen Thompson', 'Boban Marjanović', 'Nate Hinton', 'Nate Williams')",,1.0,,,,,1.0,,,
,Nate Williams,4,512,553,11:47,8:33,"('Amir Coffey', 'Brandon Boston', 'Daniel Theis', 'Kobe Brown', 'Xavier Moon')","('Aaron Holiday', 'Amen Thompson', 'Boban Marjanović', 'Nate Hinton', 'Nate Williams')",1.0,,1.0,3.0,,,,,,
,Brandon Boston,4,512,553,11:47,8:33,"('Amir Coffey', 'Brandon Boston', 'Daniel Theis', 'Kobe Brown', 'Xavier Moon')","('Aaron Holiday', 'Amen Thompson', 'Boban Marjanović', 'Nate Hinton', 'Nate Williams')",1.0,,1.0,3.0,,,,,,
,Kobe Brown,4,512,553,11:47,8:33,"('Amir Coffey', 'Brandon Boston', 'Daniel Theis', 'Kobe Brown', 'Xavier Moon')","('Aaron Holiday', 'Amen Thompson', 'Boban Marjanović', 'Nate Hinton', 'Nate Williams')",,,,,,,1.0,,,
,Nate Hinton,4,512,553,11:47,8:33,"('Amir Coffey', 'Brandon Boston', 'Daniel Theis', 'Kobe Brown', 'Xavier Moon')","('Aaron Holiday', 'Amen Thompson', 'Boban Marjanović', 'Nate Hinton', 'Nate Williams')",,1.0,,,,,,,,
,Boban Marjanović,4,553,583,8:33,5:58,"('Amir Coffey', 'Brandon Boston', 'Daniel Theis', 'Kobe Brown', 'Xavier Moon')","('Aaron Holiday', 'Amen Thompson', 'Boban Marjanović', 'Jabari Smith Jr.', 'Nate Williams')",2.0,1.0,,4.0,2.0,,,,1.0,
,Jabari Smith Jr.,4,553,583,8:33,5:58,"('Amir Coffey', 'Brandon Boston', 'Daniel Theis', 'Kobe Brown', 'Xavier Moon')","('Aaron Holiday', 'Amen Thompson', 'Boban Marjanović', 'Jabari Smith Jr.', 'Nate Williams')",,,,2.0,1.0,,,,,
,Amen Thompson,4,553,583,8:33,5:58,"('Amir Coffey', 'Brandon Boston', 'Daniel Theis', 'Kobe Brown', 'Xavier Moon')","('Aaron Holiday', 'Amen Thompson', 'Boban Marjanović', 'Jabari Smith Jr.', 'Nate Williams')",,3.0,,,,,,,,
,Aaron Holiday,4,553,583,8:33,5:58,"('Amir Coffey', 'Brandon Boston', 'Daniel Theis', 'Kobe Brown', 'Xavier Moon')","('Aaron Holiday', 'Amen Thompson', 'Boban Marjanović', 'Jabari Smith Jr.', 'Nate Williams')",1.0,,,2.0,1.0,,,,,
,Amir Coffey,4,553,583,8:33,5:58,"('Amir Coffey', 'Brandon Boston', 'Daniel Theis', 'Kobe Brown', 'Xavier Moon')","('Aaron Holiday', 'Amen Thompson', 'Boban Marjanović', 'Jabari Smith Jr.', 'Nate Williams')",,,,2.0,1.0,,,,,
,Daniel Theis,4,553,583,8:33,5:58,"('Amir Coffey', 'Brandon Boston', 'Daniel Theis', 'Kobe Brown', 'Xavier Moon')","('Aaron Holiday', 'Amen Thompson', 'Boban Marjanović', 'Jabari Smith Jr.', 'Nate Williams')",,1.0,,,,1.0,,,,
,Xavier Moon,4,553,583,8:33,5:58,"('Amir Coffey', 'Brandon Boston', 'Daniel Theis', 'Kobe Brown', 'Xavier Moon')","('Aaron Holiday', 'Amen Thompson', 'Boban Marjanović', 'Jabari Smith Jr.', 'Nate Williams')",,,,2.0,1.0,,1.0,,,1.0
,Boban Marjanović,4,585,586,5:58,5:48,"('Amir Coffey', 'Brandon Boston', 'Daniel Theis', 'Kobe Brown', 'Xavier Moon')","('Aaron Holiday', 'Amen Thompson', 'Boban Marjanović', 'Jabari Smith Jr.', 'Nate Williams')",,,,1.0,,,,1.0,,
,Kobe Brown,4,586,598,5:48,4:44,"('Amir Coffey', 'Brandon Boston', 'Daniel Theis', 'Kobe Brown', 'Xavier Moon')","('Aaron Holiday', 'Amen Thompson', 'Boban Marjanović', 'Cam Whitmore', 'Jabari Smith Jr.')",,,1.0,3.0,,,,,,
,Xavier Moon,4,586,598,5:48,4:44,"('Amir Coffey', 'Brandon Boston', 'Daniel Theis', 'Kobe Brown', 'Xavier Moon')","('Aaron Holiday', 'Amen Thompson', 'Boban Marjanović', 'Cam Whitmore', 'Jabari Smith Jr.')",,1.0,,2.0,1.0,,,,,
,Aaron Holiday,4,586,598,5:48,4:44,"('Amir Coffey', 'Brandon Boston', 'Daniel Theis', 'Kobe Brown', 'Xavier Moon')","('Aaron Holiday', 'Amen Thompson', 'Boban Marjanović', 'Cam Whitmore', 'Jabari Smith Jr.')",,,,2.0,1.0,,,,,
,Boban Marjanović,4,586,598,5:48,4:44,"('Amir Coffey', 'Brandon Boston', 'Daniel Theis', 'Kobe Brown', 'Xavier Moon')","('Aaron Holiday', 'Amen Thompson', 'Boban Marjanović', 'Cam Whitmore', 'Jabari Smith Jr.')",,,,2.0,1.0,,,,,
,Cam Whitmore,4,586,598,5:48,4:44,"('Amir Coffey', 'Brandon Boston', 'Daniel Theis', 'Kobe Brown', 'Xavier Moon')","('Aaron Holiday', 'Amen Thompson', 'Boban Marjanović', 'Cam Whitmore', 'Jabari Smith Jr.')",,1.0,,,,,,,,
,Amen Thompson,4,586,598,5:48,4:44,"('Amir Coffey', 'Brandon Boston', 'Daniel Theis', 'Kobe Brown', 'Xavier Moon')","('Aaron Holiday', 'Amen Thompson', 'Boban Marjanović', 'Cam Whitmore', 'Jabari Smith Jr.')",1.0,,,,,,,,,
,Daniel Theis,4,586,598,5:48,4:44,"('Amir Coffey', 'Brandon Boston', 'Daniel Theis', 'Kobe Brown', 'Xavier Moon')","('Aaron Holiday', 'Amen Thompson', 'Boban Marjanović', 'Cam Whitmore', 'Jabari Smith Jr.')",,,,,,1.0,,,,
,Mason Plumlee,4,598,617,4:44,3:35,"('Brandon Boston', 'Daniel Theis', 'Kobe Brown', 'Mason Plumlee', 'Xavier Moon')","('Aaron Holiday', 'Amen Thompson', 'Boban Marjanović', 'Cam Whitmore', 'Jabari Smith Jr.')",1.0,1.0,,,,,,,,
,Brandon Boston,4,598,617,4:44,3:35,"('Brandon Boston', 'Daniel Theis', 'Kobe Brown', 'Mason Plumlee', 'Xavier Moon')","('Aaron Holiday', 'Amen Thompson', 'Boban Marjanović', 'Cam Whitmore', 'Jabari Smith Jr.')",,,1.0,3.0,,,,,,
,Daniel Theis,4,598,617,4:44,3:35,"('Brandon Boston', 'Daniel Theis', 'Kobe Brown', 'Mason Plumlee', 'Xavier Moon')","('Aaron Holiday', 'Amen Thompson', 'Boban Marjanović', 'Cam Whitmore', 'Jabari Smith Jr.')",1.0,,,,,,,,,
,Jabari Smith Jr.,4,598,617,4:44,3:35,"('Brandon Boston', 'Daniel Theis', 'Kobe Brown', 'Mason Plumlee', 'Xavier Moon')","('Aaron Holiday', 'Amen Thompson', 'Boban Marjanović', 'Cam Whitmore', 'Jabari Smith Jr.')",1.0,,,,,,,,,
,Boban Marjanović,4,637,665,3:31,0:58,"('Brandon Boston', 'Daniel Theis', 'Kobe Brown', 'Mason Plumlee', 'Xavier Moon')","('Amen Thompson', 'Boban Marjanović', 'Cam Whitmore', 'Jabari Smith Jr.', 'Nate Williams')",4.0,,,,,,,,1.0,1.0
,Brandon Boston,4,637,665,3:31,0:58,"('Brandon Boston', 'Daniel Theis', 'Kobe Brown', 'Mason Plumlee', 'Xavier Moon')","('Amen Thompson', 'Boban Marjanović', 'Cam Whitmore', 'Jabari Smith Jr.', 'Nate Williams')",1.0,,,2.0,1.0,,1.0,,1.0,2.0
,Nate Williams,4,637,665,3:31,0:58,"('Brandon Boston', 'Daniel Theis', 'Kobe Brown', 'Mason Plumlee', 'Xavier Moon')","('Amen Thompson', 'Boban Marjanović', 'Cam Whitmore', 'Jabari Smith Jr.', 'Nate Williams')",,,,,,,,,1.0,
,Jabari Smith Jr.,4,637,665,3:31,0:58,"('Brandon Boston', 'Daniel Theis', 'Kobe Brown', 'Mason Plumlee', 'Xavier Moon')","('Amen Thompson', 'Boban Marjanović', 'Cam Whitmore', 'Jabari Smith Jr.', 'Nate Williams')",,,1.0,3.0,,,,,,
,Amen Thompson,4,637,665,3:31,0:58,"('Brandon Boston', 'Daniel Theis', 'Kobe Brown', 'Mason Plumlee', 'Xavier Moon')","('Amen Thompson', 'Boban Marjanović', 'Cam Whitmore', 'Jabari Smith Jr.', 'Nate Williams')",,1.0,,2.0,1.0,,1.0,,,
,Mason Plumlee,4,637,665,3:31,0:58,"('Brandon Boston', 'Daniel Theis', 'Kobe Brown', 'Mason Plumlee', 'Xavier Moon')","('Amen Thompson', 'Boban Marjanović', 'Cam Whitmore', 'Jabari Smith Jr.', 'Nate Williams')",1.0,,,,,1.0,1.0,,,
,Daniel Theis,4,637,665,3:31,0:58,"('Brandon Boston', 'Daniel Theis', 'Kobe Brown', 'Mason Plumlee', 'Xavier Moon')","('Amen Thompson', 'Boban Marjanović', 'Cam Whitmore', 'Jabari Smith Jr.', 'Nate Williams')",,,,,,,,,1.0,
,Cam Whitmore,4,665,685,0:58,0:00,"('Brandon Boston', 'Daniel Theis', 'Kobe Brown', 'Mason Plumlee', 'Xavier Moon')","('Boban Marjanović', 'Cam Whitmore', 'Jermaine Samuels Jr.', 'Nate Hinton', 'Nate Williams')",,1.0,,2.0,1.0,,1.0,,,
,Mason Plumlee,4,665,685,0:58,0:00,"('Brandon Boston', 'Daniel Theis', 'Kobe Brown', 'Mason Plumlee', 'Xavier Moon')","('Boban Marjanović', 'Cam Whitmore', 'Jermaine Samuels Jr.', 'Nate Hinton', 'Nate Williams')",1.0,,,,,1.0,,,,
,Jermaine Samuels Jr.,4,665,685,0:58,0:00,"('Brandon Boston', 'Daniel Theis', 'Kobe Brown', 'Mason Plumlee', 'Xavier Moon')","('Boban Marjanović', 'Cam Whitmore', 'Jermaine Samuels Jr.', 'Nate Hinton', 'Nate Williams')",1.0,1.0,,,,,,,,
,Nate Williams,4,665,685,0:58,0:00,"('Brandon Boston', 'Daniel Theis', 'Kobe Brown', 'Mason Plumlee', 'Xavier Moon')","('Boban Marjanović', 'Cam Whitmore', 'Jermaine Samuels Jr.', 'Nate Hinton', 'Nate Williams')",,,,2.0,1.0,,,,,
,Nate Hinton,4,665,685,0:58,0:00,"('Brandon Boston', 'Daniel Theis', 'Kobe Brown', 'Mason Plumlee', 'Xavier Moon')","('Boban Marjanović', 'Cam Whitmore', 'Jermaine Samuels Jr.', 'Nate Hinton', 'Nate Williams')",1.0,,,,,,,,,
,Boban Marjanović,4,665,685,0:58,0:00,"('Brandon Boston', 'Daniel Theis', 'Kobe Brown', 'Mason Plumlee', 'Xavier Moon')","('Boban Marjanović', 'Cam Whitmore', 'Jermaine Samuels Jr.', 'Nate Hinton', 'Nate Williams')",,,,2.0,1.0,,,,,
,Daniel Theis,4,665,685,0:58,0:00,"('Brandon Boston', 'Daniel Theis', 'Kobe Brown', 'Mason Plumlee', 'Xavier Moon')","('Boban Marjanović', 'Cam Whitmore', 'Jermaine Samuels Jr.', 'Nate Hinton', 'Nate Williams')",,,1.0,3.0,,,,,,
,Kobe Brown,4,665,685,0:58,0:00,"('Brandon Boston', 'Daniel Theis', 'Kobe Brown', 'Mason Plumlee', 'Xavier Moon')","('Boban Marjanović', 'Cam Whitmore', 'Jermaine Samuels Jr.', 'Nate Hinton', 'Nate Williams')",,1.0,,,,,,,,
,Payton Pritchard,1,7,89,11:44,5:54,"('Jordan Walsh', 'Luke Kornet', 'Payton Pritchard', 'Sam Hauser', 'Svi Mykhailiuk')","('Anthony Gill', 'Corey Kispert', 'Deni Avdija', 'Johnny Davis', 'Patrick Baldwin Jr.')",1.0,3.0,,6.0,2.0,,,2.0,,
,Svi Mykhailiuk,1,7,89,11:44,5:54,"('Jordan Walsh', 'Luke Kornet', 'Payton Pritchard', 'Sam Hauser', 'Svi Mykhailiuk')","('Anthony Gill', 'Corey Kispert', 'Deni Avdija', 'Johnny Davis', 'Patrick Baldwin Jr.')",1.0,,2.0,12.0,3.0,1.0,1.0,,,
,Jordan Walsh,1,7,89,11:44,5:54,"('Jordan Walsh', 'Luke Kornet', 'Payton Pritchard', 'Sam Hauser', 'Svi Mykhailiuk')","('Anthony Gill', 'Corey Kispert', 'Deni Avdija', 'Johnny Davis', 'Patrick Baldwin Jr.')",1.0,1.0,,1.0,,,,1.0,,1.0
,Sam Hauser,1,7,89,11:44,5:54,"('Jordan Walsh', 'Luke Kornet', 'Payton Pritchard', 'Sam Hauser', 'Svi Mykhailiuk')","('Anthony Gill', 'Corey Kispert', 'Deni Avdija', 'Johnny Davis', 'Patrick Baldwin Jr.')",2.0,,,,,1.0,,,,
,Johnny Davis,1,7,89,11:44,5:54,"('Jordan Walsh', 'Luke Kornet', 'Payton Pritchard', 'Sam Hauser', 'Svi Mykhailiuk')","('Anthony Gill', 'Corey Kispert', 'Deni Avdija', 'Johnny Davis', 'Patrick Baldwin Jr.')",1.0,,,,,2.0,,,,
,Luke Kornet,1,7,89,11:44,5:54,"('Jordan Walsh', 'Luke Kornet', 'Payton Pritchard', 'Sam Hauser', 'Svi Mykhailiuk')","('Anthony Gill', 'Corey Kispert', 'Deni Avdija', 'Johnny Davis', 'Patrick Baldwin Jr.')",2.0,1.0,,,,,1.0,,,
,Patrick Baldwin Jr.,1,7,89,11:44,5:54,"('Jordan Walsh', 'Luke Kornet', 'Payton Pritchard', 'Sam Hauser', 'Svi Mykhailiuk')","('Anthony Gill', 'Corey Kispert', 'Deni Avdija', 'Johnny Davis', 'Patrick Baldwin Jr.')",2.0,,1.0,3.0,,,,,,
,Deni Avdija,1,7,89,11:44,5:54,"('Jordan Walsh', 'Luke Kornet', 'Payton Pritchard', 'Sam Hauser', 'Svi Mykhailiuk')","('Anthony Gill', 'Corey Kispert', 'Deni Avdija', 'Johnny Davis', 'Patrick Baldwin Jr.')",1.0,,,2.0,,1.0,,2.0,1.0,
,Anthony Gill,1,7,89,11:44,5:54,"('Jordan Walsh', 'Luke Kornet', 'Payton Pritchard', 'Sam Hauser', 'Svi Mykhailiuk')","('Anthony Gill', 'Corey Kispert', 'Deni Avdija', 'Johnny Davis', 'Patrick Baldwin Jr.')",1.0,1.0,,7.0,3.0,1.0,1.0,1.0,,
,Corey Kispert,1,7,89,11:44,5:54,"('Jordan Walsh', 'Luke Kornet', 'Payton Pritchard', 'Sam Hauser', 'Svi Mykhailiuk')","('Anthony Gill', 'Corey Kispert', 'Deni Avdija', 'Johnny Davis', 'Patrick Baldwin Jr.')",,2.0,,,,,,,,
,Jaden Springer,1,89,115,5:54,4:11,"('Jaden Springer', 'Luke Kornet', 'Payton Pritchard', 'Svi Mykhailiuk', 'Xavier Tillman')","('Corey Kispert', 'Eugene Omoruyi', 'Jared Butler', 'Johnny Davis', 'Patrick Baldwin Jr.')",1.0,,,2.0,,,,2.0,,2.0
,Eugene Omoruyi,1,89,115,5:54,4:11,"('Jaden Springer', 'Luke Kornet', 'Payton Pritchard', 'Svi Mykhailiuk', 'Xavier Tillman')","('Corey Kispert', 'Eugene Omoruyi', 'Jared Butler', 'Johnny Davis', 'Patrick Baldwin Jr.')",,,1.0,3.0,,1.0,,,,
,Johnny Davis,1,89,115,5:54,4:11,"('Jaden Springer', 'Luke Kornet', 'Payton Pritchard', 'Svi Mykhailiuk', 'Xavier Tillman')","('Corey Kispert', 'Eugene Omoruyi', 'Jared Butler', 'Johnny Davis', 'Patrick Baldwin Jr.')",,1.0,,,,,,,2.0,
,Corey Kispert,1,89,115,5:54,4:11,"('Jaden Springer', 'Luke Kornet', 'Payton Pritchard', 'Svi Mykhailiuk', 'Xavier Tillman')","('Corey Kispert', 'Eugene Omoruyi', 'Jared Butler', 'Johnny Davis', 'Patrick Baldwin Jr.')",1.0,,,,,,,,,
,Luke Kornet,1,89,115,5:54,4:11,"('Jaden Springer', 'Luke Kornet', 'Payton Pritchard', 'Svi Mykhailiuk', 'Xavier Tillman')","('Corey Kispert', 'Eugene Omoruyi', 'Jared Butler', 'Johnny Davis', 'Patrick Baldwin Jr.')",,,,2.0,1.0,,,,,
