game_id,player,period,start_event,end_event,start_time,end_time,home_lineup,away_lineup,def_rebounds,assists,3pt_made,points,2pt_made,fouls,off_rebounds,ft_made,turnovers,steals
,Karl-Anthony Towns,3,441,450,3:27,3:00,"('Anthony Edwards', 'Karl-Anthony Towns', 'Kyle Anderson', 'Naz Reid', 'Nickeil Alexander-Walker')","('Bradley Beal', 'Devin Booker', 'Kevin Durant', ""Royce O'Neale"", 'Thaddeus Young')",,,,,,1.0,,,,
,Devin Booker,3,441,450,3:27,3:00,"('Anthony Edwards', 'Karl-Anthony Towns', 'Kyle Anderson', 'Naz Reid', 'Nickeil Alexander-Walker')","('Bradley Beal', 'Devin Booker', 'Kevin Durant', ""Royce O'Neale"", 'Thaddeus Young')",,,,2.0,,,,2.0,,
,Thaddeus Young,3,450,466,3:00,1:50,"('Anthony Edwards', 'Kyle Anderson', 'Naz Reid', 'Nickeil Alexander-Walker', 'Rudy Gobert')","('Bradley Beal', 'Devin Booker', 'Kevin Durant', ""Royce O'Neale"", 'Thaddeus Young')",,,,2.0,1.0,,,,,
,Devin Booker,3,450,466,3:00,1:50,"('Anthony Edwards', 'Kyle Anderson', 'Naz Reid', 'Nickeil Alexander-Walker', 'Rudy Gobert')","('Bradley Beal', 'Devin Booker', 'Kevin Durant', ""Royce O'Neale"", 'Thaddeus Young')",,1.0,,,,,,,,
,Kevin Durant,3,450,466,3:00,1:50,"('Anthony Edwards', 'Kyle Anderson', 'Naz Reid', 'Nickeil Alexander-Walker', 'Rudy Gobert')","('Bradley Beal', 'Devin Booker', 'Kevin Durant', ""Royce O'Neale"", 'Thaddeus Young')",,,,,,1.0,,,,
,Anthony Edwards,3,450,466,3:00,1:50,"('Anthony Edwards', 'Kyle Anderson', 'Naz Reid', 'Nickeil Alexander-Walker', 'Rudy Gobert')","('Bradley Beal', 'Devin Booker', 'Kevin Durant', ""Royce O'Neale"", 'Thaddeus Young')",,,,1.0,,,,1.0,,
,Bradley Beal,3,450,466,3:00,1:50,"('Anthony Edwards', 'Kyle Anderson', 'Naz Reid', 'Nickeil Alexander-Walker', 'Rudy Gobert')","('Bradley Beal', 'Devin Booker', 'Kevin Durant', ""Royce O'Neale"", 'Thaddeus Young')",,,,,,,,,1.0,
,Naz Reid,3,450,466,3:00,1:50,"('Anthony Edwards', 'Kyle Anderson', 'Naz Reid', 'Nickeil Alexander-Walker', 'Rudy Gobert')","('Bradley Beal', 'Devin Booker', 'Kevin Durant', ""Royce O'Neale"", 'Thaddeus Young')",,,,,,1.0,,,,
,Royce O'Neale,3,450,466,3:00,1:50,"('Anthony Edwards', 'Kyle Anderson', 'Naz Reid', 'Nickeil Alexander-Walker', 'Rudy Gobert')","('Bradley Beal', 'Devin Booker', 'Kevin Durant', ""Royce O'Neale"", 'Thaddeus Young')",,,,1.0,,,,1.0,,
,Rudy Gobert,3,469,488,1:49,0:01,"('Anthony Edwards', 'Kyle Anderson', 'Naz Reid', 'Nickeil Alexander-Walker', 'Rudy Gobert')","('Bol Bol', 'Bradley Beal', 'Devin Booker', ""Royce O'Neale"", 'Thaddeus Young')",1.0,,,4.0,1.0,,,2.0,,
,Bol Bol,3,469,488,1:49,0:01,"('Anthony Edwards', 'Kyle Anderson', 'Naz Reid', 'Nickeil Alexander-Walker', 'Rudy Gobert')","('Bol Bol', 'Bradley Beal', 'Devin Booker', ""Royce O'Neale"", 'Thaddeus Young')",1.0,,,,,,,,,
,Thaddeus Young,3,469,488,1:49,0:01,"('Anthony Edwards', 'Kyle Anderson', 'Naz Reid', 'Nickeil Alexander-Walker', 'Rudy Gobert')","('Bol Bol', 'Bradley Beal', 'Devin Booker', ""Royce O'Neale"", 'Thaddeus Young')",,,,,,,1.0,,1.0,
,Nickeil Alexander-Walker,3,469,488,1:49,0:01,"('Anthony Edwards', 'Kyle Anderson', 'Naz Reid', 'Nickeil Alexander-Walker', 'Rudy Gobert')","('Bol Bol', 'Bradley Beal', 'Devin Booker', ""Royce O'Neale"", 'Thaddeus Young')",,,,,,,,,,1.0
,Royce O'Neale,3,469,488,1:49,0:01,"('Anthony Edwards', 'Kyle Anderson', 'Naz Reid', 'Nickeil Alexander-Walker', 'Rudy Gobert')","('Bol Bol', 'Bradley Beal', 'Devin Booker', ""Royce O'Neale"", 'Thaddeus Young')",,,,,,1.0,,,,
,Kyle Anderson,3,469,488,1:49,0:01,"('Anthony Edwards', 'Kyle Anderson', 'Naz Reid', 'Nickeil Alexander-Walker', 'Rudy Gobert')","('Bol Bol', 'Bradley Beal', 'Devin Booker', ""Royce O'Neale"", 'Thaddeus Young')",,,,,,1.0,,,,
,Devin Booker,3,469,488,1:49,0:01,"('Anthony Edwards', 'Kyle Anderson', 'Naz Reid', 'Nickeil Alexander-Walker', 'Rudy Gobert')","('Bol Bol', 'Bradley Beal', 'Devin Booker', ""Royce O'Neale"", 'Thaddeus Young')",,,,1.0,,,,1.0,,
,Anthony Edwards,3,469,488,1:49,0:01,"('Anthony Edwards', 'Kyle Anderson', 'Naz Reid', 'Nickeil Alexander-Walker', 'Rudy Gobert')","('Bol Bol', 'Bradley Beal', 'Devin Booker', ""Royce O'Neale"", 'Thaddeus Young')",,1.0,,,,,,,,
,Bradley Beal,3,469,488,1:49,0:01,"('Anthony Edwards', 'Kyle Anderson', 'Naz Reid', 'Nickeil Alexander-Walker', 'Rudy Gobert')","('Bol Bol', 'Bradley Beal', 'Devin Booker', ""Royce O'Neale"", 'Thaddeus Young')",,,,2.0,1.0,,,,,
,Thaddeus Young,3,488,504,0:01,11:46,"('Anthony Edwards', 'Kyle Anderson', 'Naz Reid', 'Nickeil Alexander-Walker', 'Rudy Gobert')","('Bradley Beal', 'Devin Booker', 'Kevin Durant', ""Royce O'Neale"", 'Thaddeus Young')",,,,,,1.0,,,,
,Anthony Edwards,3,488,504,0:01,11:46,"('Anthony Edwards', 'Kyle Anderson', 'Naz Reid', 'Nickeil Alexander-Walker', 'Rudy Gobert')","('Bradley Beal', 'Devin Booker', 'Kevin Durant', ""Royce O'Neale"", 'Thaddeus Young')",,,,2.0,,,,2.0,,
,Bradley Beal,4,504,540,11:46,8:13,"('Jordan McLaughlin', 'Kyle Anderson', 'Mike Conley', 'Naz Reid', 'Rudy Gobert')","('Bradley Beal', 'Grayson Allen', 'Jusuf Nurkic', 'Kevin Durant', ""Royce O'Neale"")",,3.0,1.0,5.0,1.0,,1.0,,,
,Kevin Durant,4,504,540,11:46,8:13,"('Jordan McLaughlin', 'Kyle Anderson', 'Mike Conley', 'Naz Reid', 'Rudy Gobert')","('Bradley Beal', 'Grayson Allen', 'Jusuf Nurkic', 'Kevin Durant', ""Royce O'Neale"")",,1.0,,2.0,1.0,1.0,,,2.0,
,Royce O'Neale,4,504,540,11:46,8:13,"('Jordan McLaughlin', 'Kyle Anderson', 'Mike Conley', 'Naz Reid', 'Rudy Gobert')","('Bradley Beal', 'Grayson Allen', 'Jusuf Nurkic', 'Kevin Durant', ""Royce O'Neale"")",1.0,,,,,,,,,
,Kyle Anderson,4,504,540,11:46,8:13,"('Jordan McLaughlin', 'Kyle Anderson', 'Mike Conley', 'Naz Reid', 'Rudy Gobert')","('Bradley Beal', 'Grayson Allen', 'Jusuf Nurkic', 'Kevin Durant', ""Royce O'Neale"")",,,,,,,,,,1.0
,Naz Reid,4,504,540,11:46,8:13,"('Jordan McLaughlin', 'Kyle Anderson', 'Mike Conley', 'Naz Reid', 'Rudy Gobert')","('Bradley Beal', 'Grayson Allen', 'Jusuf Nurkic', 'Kevin Durant', ""Royce O'Neale"")",,,,2.0,1.0,,,,,
,Grayson Allen,4,504,540,11:46,8:13,"('Jordan McLaughlin', 'Kyle Anderson', 'Mike Conley', 'Naz Reid', 'Rudy Gobert')","('Bradley Beal', 'Grayson Allen', 'Jusuf Nurkic', 'Kevin Durant', ""Royce O'Neale"")",,,1.0,6.0,1.0,,,1.0,,
,Jordan McLaughlin,4,504,540,11:46,8:13,"('Jordan McLaughlin', 'Kyle Anderson', 'Mike Conley', 'Naz Reid', 'Rudy Gobert')","('Bradley Beal', 'Grayson Allen', 'Jusuf Nurkic', 'Kevin Durant', ""Royce O'Neale"")",,,,,,1.0,,,,
,Mike Conley,4,504,540,11:46,8:13,"('Jordan McLaughlin', 'Kyle Anderson', 'Mike Conley', 'Naz Reid', 'Rudy Gobert')","('Bradley Beal', 'Grayson Allen', 'Jusuf Nurkic', 'Kevin Durant', ""Royce O'Neale"")",,1.0,,2.0,,,,2.0,,
,Rudy Gobert,4,504,540,11:46,8:13,"('Jordan McLaughlin', 'Kyle Anderson', 'Mike Conley', 'Naz Reid', 'Rudy Gobert')","('Bradley Beal', 'Grayson Allen', 'Jusuf Nurkic', 'Kevin Durant', ""Royce O'Neale"")",,,,2.0,1.0,,,,,
,Rudy Gobert,4,540,564,8:13,6:17,"('Anthony Edwards', 'Jaden McDaniels', 'Karl-Anthony Towns', 'Mike Conley', 'Rudy Gobert')","('Bradley Beal', 'Devin Booker', 'Grayson Allen', 'Jusuf Nurkic', 'Kevin Durant')",1.0,,,,,,1.0,,,
,Kevin Durant,4,540,564,8:13,6:17,"('Anthony Edwards', 'Jaden McDaniels', 'Karl-Anthony Towns', 'Mike Conley', 'Rudy Gobert')","('Bradley Beal', 'Devin Booker', 'Grayson Allen', 'Jusuf Nurkic', 'Kevin Durant')",1.0,,,,,,,,,
,Grayson Allen,4,540,564,8:13,6:17,"('Anthony Edwards', 'Jaden McDaniels', 'Karl-Anthony Towns', 'Mike Conley', 'Rudy Gobert')","('Bradley Beal', 'Devin Booker', 'Grayson Allen', 'Jusuf Nurkic', 'Kevin Durant')",,,,2.0,1.0,,,,,
,Bradley Beal,4,540,564,8:13,6:17,"('Anthony Edwards', 'Jaden McDaniels', 'Karl-Anthony Towns', 'Mike Conley', 'Rudy Gobert')","('Bradley Beal', 'Devin Booker', 'Grayson Allen', 'Jusuf Nurkic', 'Kevin Durant')",2.0,,1.0,3.0,,,,,,
,Naz Reid,4,564,585,6:17,4:34,"('Anthony Edwards', 'Jaden McDaniels', 'Karl-Anthony Towns', 'Monte Morris', 'Naz Reid')","('Bradley Beal', 'Devin Booker', 'Grayson Allen', 'Jusuf Nurkic', 'Kevin Durant')",,,1.0,3.0,,1.0,,,1.0,
,Bradley Beal,4,564,585,6:17,4:34,"('Anthony Edwards', 'Jaden McDaniels', 'Karl-Anthony Towns', 'Monte Morris', 'Naz Reid')","('Bradley Beal', 'Devin Booker', 'Grayson Allen', 'Jusuf Nurkic', 'Kevin Durant')",,,,4.0,1.0,,,2.0,,
,Karl-Anthony Towns,4,564,585,6:17,4:34,"('Anthony Edwards', 'Jaden McDaniels', 'Karl-Anthony Towns', 'Monte Morris', 'Naz Reid')","('Bradley Beal', 'Devin Booker', 'Grayson Allen', 'Jusuf Nurkic', 'Kevin Durant')",,1.0,,,,,1.0,,,
,Jaden McDaniels,4,564,585,6:17,4:34,"('Anthony Edwards', 'Jaden McDaniels', 'Karl-Anthony Towns', 'Monte Morris', 'Naz Reid')","('Bradley Beal', 'Devin Booker', 'Grayson Allen', 'Jusuf Nurkic', 'Kevin Durant')",,,,2.0,1.0,,,,,
,Devin Booker,4,564,585,6:17,4:34,"('Anthony Edwards', 'Jaden McDaniels', 'Karl-Anthony Towns', 'Monte Morris', 'Naz Reid')","('Bradley Beal', 'Devin Booker', 'Grayson Allen', 'Jusuf Nurkic', 'Kevin Durant')",,1.0,,,,,,,,
,Wendell Moore Jr.,4,585,612,4:34,3:46,"('Josh Minott', 'Leonard Miller', 'Luka Garza', 'Monte Morris', 'Wendell Moore Jr.')","('Isaiah Thomas', 'Josh Okogie', 'Nassir Little', 'Saben Lee', 'Thaddeus Young')",,,,2.0,1.0,,,,,
,Luka Garza,4,585,612,4:34,3:46,"('Josh Minott', 'Leonard Miller', 'Luka Garza', 'Monte Morris', 'Wendell Moore Jr.')","('Isaiah Thomas', 'Josh Okogie', 'Nassir Little', 'Saben Lee', 'Thaddeus Young')",,,,2.0,1.0,,1.0,,,
,Thaddeus Young,4,585,612,4:34,3:46,"('Josh Minott', 'Leonard Miller', 'Luka Garza', 'Monte Morris', 'Wendell Moore Jr.')","('Isaiah Thomas', 'Josh Okogie', 'Nassir Little', 'Saben Lee', 'Thaddeus Young')",,,,,,1.0,,,,
,Luka Garza,4,614,615,3:46,3:38,"('Josh Minott', 'Leonard Miller', 'Luka Garza', 'Monte Morris', 'Wendell Moore Jr.')","('Isaiah Thomas', 'Josh Okogie', 'Nassir Little', 'Saben Lee', 'Thaddeus Young')",,,,1.0,,,,1.0,,
,Wendell Moore Jr.,4,615,659,3:38,0:00,"('Josh Minott', 'Leonard Miller', 'Luka Garza', 'Monte Morris', 'Wendell Moore Jr.')","('David Roddy', 'Isaiah Thomas', 'Josh Okogie', 'Nassir Little', 'Saben Lee')",2.0,,,2.0,1.0,1.0,,,1.0,
,Nassir Little,4,615,659,3:38,0:00,"('Josh Minott', 'Leonard Miller', 'Luka Garza', 'Monte Morris', 'Wendell Moore Jr.')","('David Roddy', 'Isaiah Thomas', 'Josh Okogie', 'Nassir Little', 'Saben Lee')",,,,4.0,2.0,,,,,
,Luka Garza,4,615,659,3:38,0:00,"('Josh Minott', 'Leonard Miller', 'Luka Garza', 'Monte Morris', 'Wendell Moore Jr.')","('David Roddy', 'Isaiah Thomas', 'Josh Okogie', 'Nassir Little', 'Saben Lee')",,,,6.0,2.0,,2.0,2.0,,
,Josh Minott,4,615,659,3:38,0:00,"('Josh Minott', 'Leonard Miller', 'Luka Garza', 'Monte Morris', 'Wendell Moore Jr.')","('David Roddy', 'Isaiah Thomas', 'Josh Okogie', 'Nassir Little', 'Saben Lee')",,1.0,,2.0,1.0,,,,,
,Josh Okogie,4,615,659,3:38,0:00,"('Josh Minott', 'Leonard Miller', 'Luka Garza', 'Monte Morris', 'Wendell Moore Jr.')","('David Roddy', 'Isaiah Thomas', 'Josh Okogie', 'Nassir Little', 'Saben Lee')",,,1.0,5.0,1.0,,1.0,,,1.0
,Isaiah Thomas,4,615,659,3:38,0:00,"('Josh Minott', 'Leonard Miller', 'Luka Garza', 'Monte Morris', 'Wendell Moore Jr.')","('David Roddy', 'Isaiah Thomas', 'Josh Okogie', 'Nassir Little', 'Saben Lee')",,1.0,1.0,3.0,,,,,,
,Leonard Miller,4,615,659,3:38,0:00,"('Josh Minott', 'Leonard Miller', 'Luka Garza', 'Monte Morris', 'Wendell Moore Jr.')","('David Roddy', 'Isaiah Thomas', 'Josh Okogie', 'Nassir Little', 'Saben Lee')",1.0,,,2.0,1.0,,2.0,,,
,David Roddy,4,615,659,3:38,0:00,"('Josh Minott', 'Leonard Miller', 'Luka Garza', 'Monte Morris', 'Wendell Moore Jr.')","('David Roddy', 'Isaiah Thomas', 'Josh Okogie', 'Nassir Little', 'Saben Lee')",1.0,1.0,,,,1.0,,,,
,Cam Thomas,1,7,67,11:46,6:34,"('Kelly Oubre Jr.', 'Kyle Lowry', 'Mo Bamba', 'Tobias Harris', 'Tyrese Maxey')","('Cam Thomas', 'Mikal Bridges', 'Nic Claxton', 'Noah Clowney', 'Trendon Watford')",1.0,2.0,,2.0,,,,2.0,,
,Kelly Oubre Jr.,1,7,67,11:46,6:34,"('Kelly Oubre Jr.', 'Kyle Lowry', 'Mo Bamba', 'Tobias Harris', 'Tyrese Maxey')","('Cam Thomas', 'Mikal Bridges', 'Nic Claxton', 'Noah Clowney', 'Trendon Watford')",2.0,,,2.0,1.0,1.0,,,,
,Nic Claxton,1,7,67,11:46,6:34,"('Kelly Oubre Jr.', 'Kyle Lowry', 'Mo Bamba', 'Tobias Harris', 'Tyrese Maxey')","('Cam Thomas', 'Mikal Bridges', 'Nic Claxton', 'Noah Clowney', 'Trendon Watford')",2.0,,,,,,,,,
,Tobias Harris,1,7,67,11:46,6:34,"('Kelly Oubre Jr.', 'Kyle Lowry', 'Mo Bamba', 'Tobias Harris', 'Tyrese Maxey')","('Cam Thomas', 'Mikal Bridges', 'Nic Claxton', 'Noah Clowney', 'Trendon Watford')",2.0,1.0,,4.0,2.0,,,,,
,Trendon Watford,1,7,67,11:46,6:34,"('Kelly Oubre Jr.', 'Kyle Lowry', 'Mo Bamba', 'Tobias Harris', 'Tyrese Maxey')","('Cam Thomas', 'Mikal Bridges', 'Nic Claxton', 'Noah Clowney', 'Trendon Watford')",3.0,,,2.0,1.0,1.0,,,2.0,
,Tyrese Maxey,1,7,67,11:46,6:34,"('Kelly Oubre Jr.', 'Kyle Lowry', 'Mo Bamba', 'Tobias Harris', 'Tyrese Maxey')","('Cam Thomas', 'Mikal Bridges', 'Nic Claxton', 'Noah Clowney', 'Trendon Watford')",1.0,1.0,1.0,10.0,3.0,1.0,,1.0,,1.0
,Kyle Lowry,1,7,67,11:46,6:34,"('Kelly Oubre Jr.', 'Kyle Lowry', 'Mo Bamba', 'Tobias Harris', 'Tyrese Maxey')","('Cam Thomas', 'Mikal Bridges', 'Nic Claxton', 'Noah Clowney', 'Trendon Watford')",1.0,2.0,,,,,,,,
,Mikal Bridges,1,7,67,11:46,6:34,"('Kelly Oubre Jr.', 'Kyle Lowry', 'Mo Bamba', 'Tobias Harris', 'Tyrese Maxey')","('Cam Thomas', 'Mikal Bridges', 'Nic Claxton', 'Noah Clowney', 'Trendon Watford')",,,1.0,3.0,,,,,,
,Noah Clowney,1,7,67,11:46,6:34,"('Kelly Oubre Jr.', 'Kyle Lowry', 'Mo Bamba', 'Tobias Harris', 'Tyrese Maxey')","('Cam Thomas', 'Mikal Bridges', 'Nic Claxton', 'Noah Clowney', 'Trendon Watford')",,,1.0,3.0,,,,,,
,Trendon Watford,1,73,74,6:34,6:16,"('Kelly Oubre Jr.', 'Kyle Lowry', 'Mo Bamba', 'Tobias Harris', 'Tyrese Maxey')","('Cam Thomas', 'Mikal Bridges', 'Nic Claxton', 'Noah Clowney', 'Trendon Watford')",,,,1.0,,,,1.0,,
,Nic Claxton,1,74,83,6:16,5:28,"('Kelly Oubre Jr.', 'Kyle Lowry', 'Nicolas Batum', 'Paul Reed', 'Tyrese Maxey')","('Cam Thomas', 'Jalen Wilson', 'Mikal Bridges', 'Nic Claxton', 'Trendon Watford')",1.0,,,2.0,1.0,,,,,
,Jalen Wilson,1,74,83,6:16,5:28,"('Kelly Oubre Jr.', 'Kyle Lowry', 'Nicolas Batum', 'Paul Reed', 'Tyrese Maxey')","('Cam Thomas', 'Jalen Wilson', 'Mikal Bridges', 'Nic Claxton', 'Trendon Watford')",1.0,,,,,,,,,
,Kyle Lowry,1,74,83,6:16,5:28,"('Kelly Oubre Jr.', 'Kyle Lowry', 'Nicolas Batum', 'Paul Reed', 'Tyrese Maxey')","('Cam Thomas', 'Jalen Wilson', 'Mikal Bridges', 'Nic Claxton', 'Trendon Watford')",,,,,,1.0,,,,
,Mikal Bridges,1,83,93,5:28,4:31,"('Buddy Hield', 'Kelly Oubre Jr.', 'Nicolas Batum', 'Paul Reed', 'Tyrese Maxey')","('Cam Thomas', 'Jalen Wilson', 'Mikal Bridges', 'Nic Claxton', 'Trendon Watford')",,,1.0,3.0,,,,,,
,Trendon Watford,1,83,93,5:28,4:31,"('Buddy Hield', 'Kelly Oubre Jr.', 'Nicolas Batum', 'Paul Reed', 'Tyrese Maxey')","('Cam Thomas', 'Jalen Wilson', 'Mikal Bridges', 'Nic Claxton', 'Trendon Watford')",1.0,1.0,,,,,,,,
,Buddy Hield,1,93,105,4:31,3:51,"('Buddy Hield', 'Kelly Oubre Jr.', 'Nicolas Batum', 'Paul Reed', 'Tyrese Maxey')","('Jalen Wilson', 'Lonnie Walker IV', 'Mikal Bridges', 'Nic Claxton', 'Trendon Watford')",1.0,,,,,,,,,
,Jalen Wilson,1,93,105,4:31,3:51,"('Buddy Hield', 'Kelly Oubre Jr.', 'Nicolas Batum', 'Paul Reed', 'Tyrese Maxey')","('Jalen Wilson', 'Lonnie Walker IV', 'Mikal Bridges', 'Nic Claxton', 'Trendon Watford')",1.0,,,,,,,,,
,Paul Reed,1,93,105,4:31,3:51,"('Buddy Hield', 'Kelly Oubre Jr.', 'Nicolas Batum', 'Paul Reed', 'Tyrese Maxey')","('Jalen Wilson', 'Lonnie Walker IV', 'Mikal Bridges', 'Nic Claxton', 'Trendon Watford')",1.0,,,,,,,,,
,Tobias Harris,1,108,122,3:41,2:26,"('Buddy Hield', 'Nicolas Batum', 'Paul Reed', 'Tobias Harris', 'Tyrese Maxey')","('Jacob Gilyard', 'Jalen Wilson', 'Lonnie Walker IV', 'Mikal Bridges', 'Noah Clowney')",,1.0,,2.0,1.0,,,,,
,Paul Reed,1,108,122,3:41,2:26,"('Buddy Hield', 'Nicolas Batum', 'Paul Reed', 'Tobias Harris', 'Tyrese Maxey')","('Jacob Gilyard', 'Jalen Wilson', 'Lonnie Walker IV', 'Mikal Bridges', 'Noah Clowney')",1.0,,,2.0,1.0,,,,,
,Tyrese Maxey,1,108,122,3:41,2:26,"('Buddy Hield', 'Nicolas Batum', 'Paul Reed', 'Tobias Harris', 'Tyrese Maxey')","('Jacob Gilyard', 'Jalen Wilson', 'Lonnie Walker IV', 'Mikal Bridges', 'Noah Clowney')",1.0,,,2.0,1.0,,,,,
,Buddy Hield,1,108,122,3:41,2:26,"('Buddy Hield', 'Nicolas Batum', 'Paul Reed', 'Tobias Harris', 'Tyrese Maxey')","('Jacob Gilyard', 'Jalen Wilson', 'Lonnie Walker IV', 'Mikal Bridges', 'Noah Clowney')",,1.0,,,,,,,,
,Lonnie Walker IV,1,122,144,2:26,0:23,"('Buddy Hield', 'Cameron Payne', 'Nicolas Batum', 'Paul Reed', 'Tobias Harris')","('Cam Thomas', 'Jacob Gilyard', 'Jalen Wilson', 'Lonnie Walker IV', 'Noah Clowney')",2.0,1.0,,2.0,1.0,,,,,
,Noah Clowney,1,122,144,2:26,0:23,"('Buddy Hield', 'Cameron Payne', 'Nicolas Batum', 'Paul Reed', 'Tobias Harris')","('Cam Thomas', 'Jacob Gilyard', 'Jalen Wilson', 'Lonnie Walker IV', 'Noah Clowney')",,1.0,,2.0,1.0,,,,,
,Jalen Wilson,1,122,144,2:26,0:23,"('Buddy Hield', 'Cameron Payne', 'Nicolas Batum', 'Paul Reed', 'Tobias Harris')","('Cam Thomas', 'Jacob Gilyard', 'Jalen Wilson', 'Lonnie Walker IV', 'Noah Clowney')",1.0,,,,,,,,,
,Buddy Hield,1,122,144,2:26,0:23,"('Buddy Hield', 'Cameron Payne', 'Nicolas Batum', 'Paul Reed', 'Tobias Harris')","('Cam Thomas', 'Jacob Gilyard', 'Jalen Wilson', 'Lonnie Walker IV', 'Noah Clowney')",,,,,,1.0,,,,
,Nicolas Batum,1,122,144,2:26,0:23,"('Buddy Hield', 'Cameron Payne', 'Nicolas Batum', 'Paul Reed', 'Tobias Harris')","('Cam Thomas', 'Jacob Gilyard', 'Jalen Wilson', 'Lonnie Walker IV', 'Noah Clowney')",1.0,,,,,,,,,
,Paul Reed,1,122,144,2:26,0:23,"('Buddy Hield', 'Cameron Payne', 'Nicolas Batum', 'Paul Reed', 'Tobias Harris')","('Cam Thomas', 'Jacob Gilyard', 'Jalen Wilson', 'Lonnie Walker IV', 'Noah Clowney')",,,,,,,1.0,,,
,Tobias Harris,1,122,144,2:26,0:23,"('Buddy Hield', 'Cameron Payne', 'Nicolas Batum', 'Paul Reed', 'Tobias Harris')","('Cam Thomas', 'Jacob Gilyard', 'Jalen Wilson', 'Lonnie Walker IV', 'Noah Clowney')",1.0,,,,,,,,,
,Tobias Harris,1,144,156,0:23,11:38,"('Cameron Payne', 'Kelly Oubre Jr.', 'Nicolas Batum', 'Paul Reed', 'Tobias Harris')","('Cam Thomas', 'Jacob Gilyard', 'Jalen Wilson', 'Lonnie Walker IV', 'Noah Clowney')",,,,,,,,,1.0,
,Noah Clowney,1,144,156,0:23,11:38,"('Cameron Payne', 'Kelly Oubre Jr.', 'Nicolas Batum', 'Paul Reed', 'Tobias Harris')","('Cam Thomas', 'Jacob Gilyard', 'Jalen Wilson', 'Lonnie Walker IV', 'Noah Clowney')",,,1.0,3.0,,,,,,
,Lonnie Walker IV,1,144,156,0:23,11:38,"('Cameron Payne', 'Kelly Oubre Jr.', 'Nicolas Batum', 'Paul Reed', 'Tobias Harris')","('Cam Thomas', 'Jacob Gilyard', 'Jalen Wilson', 'Lonnie Walker IV', 'Noah Clowney')",,1.0,,,,,,,,
,Buddy Hield,2,156,180,11:38,9:52,"('Buddy Hield', 'Cameron Payne', 'Nicolas Batum', 'Paul Reed', 'Tobias Harris')","('Cam Thomas', 'Jacob Gilyard', 'Jalen Wilson', 'Lonnie Walker IV', 'Noah Clowney')",1.0,,1.0,5.0,1.0,,,,,
,Noah Clowney,2,156,180,11:38,9:52,"('Buddy Hield', 'Cameron Payne', 'Nicolas Batum', 'Paul Reed', 'Tobias Harris')","('Cam Thomas', 'Jacob Gilyard', 'Jalen Wilson', 'Lonnie Walker IV', 'Noah Clowney')",1.0,,,,,,,,,
,Lonnie Walker IV,2,156,180,11:38,9:52,"('Buddy Hield', 'Cameron Payne', 'Nicolas Batum', 'Paul Reed', 'Tobias Harris')","('Cam Thomas', 'Jacob Gilyard', 'Jalen Wilson', 'Lonnie Walker IV', 'Noah Clowney')",,,,2.0,1.0,,,,,
,Paul Reed,2,156,180,11:38,9:52,"('Buddy Hield', 'Cameron Payne', 'Nicolas Batum', 'Paul Reed', 'Tobias Harris')","('Cam Thomas', 'Jacob Gilyard', 'Jalen Wilson', 'Lonnie Walker IV', 'Noah Clowney')",,1.0,,,,,,,,
,Tobias Harris,2,156,180,11:38,9:52,"('Buddy Hield', 'Cameron Payne', 'Nicolas Batum', 'Paul Reed', 'Tobias Harris')","('Cam Thomas', 'Jacob Gilyard', 'Jalen Wilson', 'Lonnie Walker IV', 'Noah Clowney')",1.0,,,2.0,1.0,,,,,
,Nicolas Batum,2,156,180,11:38,9:52,"('Buddy Hield', 'Cameron Payne', 'Nicolas Batum', 'Paul Reed', 'Tobias Harris')","('Cam Thomas', 'Jacob Gilyard', 'Jalen Wilson', 'Lonnie Walker IV', 'Noah Clowney')",1.0,2.0,,,,1.0,1.0,,,
,Cameron Payne,2,180,218,9:52,6:23,"('Buddy Hield', 'Cameron Payne', 'Nicolas Batum', 'Paul Reed', 'Tobias Harris')","('Cam Thomas', 'Jalen Wilson', 'Lonnie Walker IV', 'Noah Clowney', 'Trendon Watford')",,2.0,1.0,3.0,,,,,,1.0
,Cam Thomas,2,180,218,9:52,6:23,"('Buddy Hield', 'Cameron Payne', 'Nicolas Batum', 'Paul Reed', 'Tobias Harris')","('Cam Thomas', 'Jalen Wilson', 'Lonnie Walker IV', 'Noah Clowney', 'Trendon Watford')",,,1.0,3.0,,,,,1.0,
,Jalen Wilson,2,180,218,9:52,6:23,"('Buddy Hield', 'Cameron Payne', 'Nicolas Batum', 'Paul Reed', 'Tobias Harris')","('Cam Thomas', 'Jalen Wilson', 'Lonnie Walker IV', 'Noah Clowney', 'Trendon Watford')",,,,,,1.0,2.0,,,
,Buddy Hield,2,180,218,9:52,6:23,"('Buddy Hield', 'Cameron Payne', 'Nicolas Batum', 'Paul Reed', 'Tobias Harris')","('Cam Thomas', 'Jalen Wilson', 'Lonnie Walker IV', 'Noah Clowney', 'Trendon Watford')",1.0,1.0,,3.0,,,,3.0,,1.0
,Trendon Watford,2,180,218,9:52,6:23,"('Buddy Hield', 'Cameron Payne', 'Nicolas Batum', 'Paul Reed', 'Tobias Harris')","('Cam Thomas', 'Jalen Wilson', 'Lonnie Walker IV', 'Noah Clowney', 'Trendon Watford')",1.0,1.0,,2.0,1.0,,,,,
